"order_id","order_date","product_id","store_id","customer_id","quantity","unit_price","discount","revenue","cost","profit"
"0RD00000172","2024-08-28","P0126","S036","C011462",4,3.42,0.2,10.94,7.42,3.52
"0RD00000173","2024-06-06","P0106","S050","C039299",5,11.34,0.0,56.7,29.22,27.48
"0RD00000174","2023-03-23","P0158","S087","C010158",5,5.51,0.0,27.55,13.84,13.71
"0RD00000175","2024-04-20","P0051","S038","C028419",3,7.3,0.2,17.52,11.45,6.07
"0RD00000176","2024-03-31","P0065","S056","C043251",1,3.6,0.15,3.06,2.01,1.05
"0RD00000177","2024-11-12","P0196","S037","C000589",5,4.75,0.0,23.75,13.11,10.64
"0RD00000178","2023-02-26","P0194","S059","C001440",1,4.68,0.0,4.68,2.8,1.88
"0RD00000179","2024-03-19","P0132","S029","C037787",5,5.17,0.1,23.27,15.56,7.7
"0RD00000180","2024-09-09","P0077","S093","C046448",4,7.87,0.0,31.48,20.57,10.91
"0RD00000181","2023-01-03","P0110","S066","C038142",5,7.47,0.1,33.62,21.45,12.17
"0RD00000182","2024-11-11","P0042","S026","C022161",2,7.55,0.15,12.83,7.72,5.11
"0RD00000183","2024-03-20","P0007","S016","C002256",2,12.52,0.0,25.04,14.57,10.47
"0RD00000184","2024-06-27","P0181","S077","C018106",3,5.82,0.15,14.84,9.26,5.58
"0RD00000185","2023-09-11","P0070","S007","C003157",2,4.11,0.0,8.22,5.4,2.82
"0RD00000186","2023-05-20","P0009","S026","C011847",1,5.01,0.0,5.01,3.25,1.76
"0RD00000187","2023-08-18","P0170","S069","C046032",3,9.54,0.15,24.33,12.59,11.74
"0RD00000188","2023-11-16","P0074","S036","C008518",5,5.29,0.0,26.45,17.16,9.29
"0RD00000189","2024-09-14","P0049","S020","C015753",4,8.53,0.1,30.71,19.2,11.51
"0RD00000190","2023-05-24","P0187","S041","C029549",3,4.68,0.1,12.64,7.28,5.36
"0RD00000191","2023-01-24","P0162","S076","C035743",1,6.47,0.0,6.47,3.56,2.91
"0RD00000192","2024-06-27","P0067","S046","C008657",1,4.0,0.0,4.0,2.76,1.24
"0RD00000193","2023-12-03","P0182","S095","C012270",2,4.69,0.2,7.5,5.13,2.37
"0RD00000194","2023-11-06","P0000","S031","C020512",3,12.51,0.2,30.02,20.7,9.32
"0RD00000195","2023-01-27","P0110","S003","C006151",3,14.97,0.0,44.91,24.82,20.09
"0RD00000196","2024-07-30","P0076","S094","C044367",2,6.67,0.2,10.67,5.7,4.98
"0RD00000197","2024-04-25","P0184","S051","C045997",3,7.17,0.15,18.28,9.76,8.52
"0RD00000198","2024-06-10","P0148","S006","C023849",2,4.92,0.1,8.86,4.92,3.94
"0RD00000199","2023-01-01","P0137","S031","C027362",1,8.75,0.0,8.75,4.95,3.8
"0RD00000200","2024-03-01","P0112","S083","C012388",3,12.36,0.0,37.08,21.7,15.38
"0RD00000201","2023-12-15","P0102","S009","C038975",1,6.34,0.1,5.71,3.1,2.61
"0RD00000202","2023-05-28","P0108","S005","C029795",1,13.08,0.15,11.12,6.25,4.86
"0RD00000203","2023-07-06","P0027","S080","C026466",5,8.92,0.0,44.6,23.95,20.65
"0RD00000204","2024-05-02","P0200","S066","C022148",3,13.66,0.2,32.78,21.92,10.87
"0RD00000205","2024-07-30","P0062","S042","C043938",1,11.64,0.0,11.64,6.63,5.01
"0RD00000206","2024-12-01","P0038","S052","C021088",4,7.84,0.0,31.36,20.13,11.23
"0RD00000207","2023-12-24","P0067","S035","C042647",2,9.3,0.0,18.6,12.18,6.42
"0RD00000208","2023-05-27","P0126","S016","C011063",1,8.95,0.0,8.95,6.16,2.79
"0RD00000209","2023-11-29","P0165","S037","C038644",1,10.88,0.0,10.88,7.1,3.78
"0RD00000210","2024-04-20","P0012","S064","C038152",2,9.87,0.0,19.74,12.85,6.89
"0RD00000211","2023-10-20","P0200","S059","C036584",4,6.22,0.1,22.39,12.44,9.95
"0RD00000212","2023-04-15","P0077","S087","C040177",2,7.88,0.0,15.76,9.35,6.41
"0RD00000213","2023-06-29","P0055","S003","C035010",2,3.85,0.15,6.54,3.91,2.63
"0RD00000214","2023-02-05","P0158","S052","C038982",3,10.8,0.15,27.54,19.17,8.37
"0RD00000215","2023-09-24","P0072","S034","C028854",2,14.74,0.1,26.53,17.54,8.99
"0RD00000216","2023-07-08","P0093","S026","C018930",3,13.66,0.15,34.83,20.55,14.28
"0RD00000217","2024-05-25","P0092","S048","C020594",1,10.58,0.0,10.58,6.18,4.4
"0RD00000218","2023-11-04","P0149","S062","C009255",1,13.06,0.0,13.06,8.38,4.68
"0RD00000219","2023-01-27","P0057","S056","C020794",1,13.96,0.0,13.96,8.65,5.31
"0RD00000220","2024-05-23","P0069","S055","C039677",4,12.06,0.1,43.42,23.22,20.2
"0RD00000221","2024-07-29","P0120","S012","C028260",2,10.16,0.1,18.29,12.3,5.99
"0RD00000222","2023-09-03","P0084","S024","C020282",3,10.37,0.0,31.11,16.15,14.96
"0RD00000223","2024-08-20","P0123","S070","C048950",5,9.79,0.1,44.05,24.56,19.49
"0RD00000224","2024-01-27","P0118","S060","C020818",2,12.71,0.0,25.42,13.4,12.02
"0RD00000225","2024-01-31","P0074","S002","C033041",3,7.22,0.0,21.66,14.52,7.14
"0RD00000226","2024-03-22","P0008","S046","C036307",4,4.11,0.0,16.44,9.54,6.9
"0RD00000227","2023-01-20","P0145","S083","C037361",5,12.48,0.0,62.4,42.85,19.55
"0RD00000228","2024-03-28","P0193","S053","C025236",1,9.71,0.0,9.71,5.21,4.5
"0RD00000229","2024-01-15","P0194","S063","C024557",3,3.93,0.0,11.79,7.91,3.88
"0RD00000230","2024-08-22","P0057","S011","C006476",5,10.91,0.0,54.55,27.97,26.58
"0RD00000231","2023-08-06","P0052","S075","C035551",3,13.79,0.1,37.23,24.86,12.37
"0RD00000232","2024-03-14","P0102","S047","C025720",3,4.96,0.15,12.65,7.42,5.23
"0RD00000233","2023-12-10","P0007","S051","C041970",5,11.03,0.15,46.88,29.64,17.24
"0RD00000234","2023-02-03","P0082","S050","C035102",3,12.06,0.0,36.18,19.57,16.61
"0RD00000235","2024-03-31","P0074","S011","C042211",4,5.94,0.0,23.76,12.83,10.93
"0RD00000236","2024-09-24","P0188","S093","C006252",3,4.24,0.0,12.72,7.74,4.98
"0RD00000237","2023-04-22","P0152","S014","C020451",3,6.75,0.15,17.21,9.24,7.97
"0RD00000238","2023-10-22","P0052","S082","C018524",1,4.2,0.0,4.2,2.11,2.09
"0RD00000239","2023-02-18","P0002","S046","C040405",5,6.2,0.15,26.35,14.17,12.18
"0RD00000240","2023-12-23","P0072","S055","C017562",2,11.92,0.2,19.07,12.35,6.72
"0RD00000241","2023-12-26","P0085","S071","C031351",1,14.2,0.0,14.2,9.94,4.26
"0RD00000242","2024-12-02","P0026","S100","C019315",1,6.78,0.0,6.78,4.4,2.38
"0RD00000243","2024-04-10","P0186","S089","C036849",3,9.4,0.0,28.2,18.83,9.37
"0RD00000244","2023-12-18","P0026","S052","C039462",4,14.65,0.15,49.81,29.71,20.1
"0RD00000245","2024-07-04","P0158","S051","C001470",4,9.88,0.0,39.52,27.0,12.52
"0RD00000246","2023-08-27","P0092","S052","C027554",3,14.7,0.15,37.48,26.2,11.29
"0RD00000247","2024-08-28","P0091","S041","C015055",2,11.12,0.0,22.24,14.83,7.41
"0RD00000248","2023-06-04","P0191","S043","C035271",5,9.06,0.0,45.3,28.1,17.2
"0RD00000249","2024-05-12","P0195","S093","C023051",1,13.28,0.0,13.28,9.18,4.1
"0RD00000250","2023-07-28","P0069","S095","C030675",3,6.79,0.2,16.3,9.98,6.32
"0RD00000251","2023-08-31","P0046","S096","C042885",3,7.18,0.2,17.23,8.65,8.58
"0RD00000252","2024-05-22","P0178","S084","C039584",4,3.27,0.1,11.77,7.7,4.07
"0RD00000253","2024-05-28","P0156","S080","C001768",5,4.64,0.0,23.2,13.68,9.52
"0RD00000254","2024-05-25","P0138","S086","C039607",5,13.7,0.1,61.65,35.47,26.18
"0RD00000255","2023-02-17","P0090","S069","C040037",3,10.03,0.2,24.07,16.66,7.41
"0RD00000256","2024-06-07","P0031","S056","C045528",3,8.6,0.0,25.8,18.04,7.76
"0RD00000257","2023-06-11","P0002","S076","C025238",1,14.16,0.0,14.16,8.46,5.7
"0RD00000258","2024-09-03","P0077","S064","C016808",2,13.81,0.0,27.62,17.26,10.36
"0RD00000259","2023-06-10","P0155","S088","C049005",2,3.8,0.0,7.6,5.24,2.36
"0RD00000260","2024-11-16","P0186","S096","C020409",5,4.4,0.2,17.6,11.51,6.09
"0RD00000261","2023-01-16","P0177","S071","C022272",2,13.34,0.2,21.34,10.76,10.59
"0RD00000262","2023-07-17","P0080","S087","C021100",3,4.77,0.15,12.16,6.67,5.5
"0RD00000263","2024-08-24","P0001","S099","C030501",4,6.73,0.0,26.92,14.34,12.58
"0RD00000264","2023-11-28","P0147","S014","C036120",3,13.78,0.1,37.21,24.11,13.1
"0RD00000265","2023-05-12","P0078","S057","C020448",1,14.61,0.0,14.61,9.34,5.27
"0RD00000266","2024-05-23","P0141","S052","C009282",5,14.95,0.0,74.75,51.5,23.25
"0RD00000267","2024-10-09","P0185","S053","C033727",4,5.29,0.1,19.04,10.59,8.46
"0RD00000268","2023-09-16","P0077","S071","C043228",3,3.95,0.0,11.85,5.94,5.91
"0RD00000269","2023-01-29","P0067","S028","C025306",4,4.59,0.0,18.36,11.24,7.12
"0RD00000270","2023-05-22","P0144","S074","C006206",4,9.59,0.0,38.36,20.3,18.06
"0RD00000271","2023-09-20","P0179","S059","C038803",5,10.3,0.15,43.77,25.09,18.68
"0RD00000272","2023-04-16","P0094","S066","C015899",2,14.81,0.0,29.62,18.13,11.49
"0RD00000273","2023-01-02","P0146","S091","C005036",1,7.62,0.0,7.62,4.26,3.36
"0RD00000274","2023-05-14","P0065","S063","C018116",3,5.47,0.15,13.95,8.71,5.24
"0RD00000275","2023-07-05","P0018","S083","C012979",2,8.71,0.0,17.42,10.17,7.25
"0RD00000276","2023-08-06","P0030","S016","C026659",5,14.57,0.0,72.85,47.86,24.99
"0RD00000277","2023-11-08","P0012","S006","C022780",4,12.62,0.1,45.43,31.61,13.82
"0RD00000278","2024-07-01","P0129","S016","C027676",2,11.26,0.1,20.27,13.01,7.26
"0RD00000279","2024-08-22","P0039","S007","C015303",1,14.12,0.0,14.12,8.88,5.24
"0RD00000280","2024-07-15","P0108","S095","C029812",4,14.77,0.0,59.08,31.49,27.59
"0RD00000281","2024-03-04","P0173","S084","C039985",2,12.35,0.15,20.99,13.32,7.67
"0RD00000282","2023-12-20","P0011","S064","C038091",5,4.34,0.2,17.36,11.67,5.69
"0RD00000283","2024-01-08","P0015","S007","C034025",5,13.16,0.2,52.64,27.34,25.3
"0RD00000284","2023-12-09","P0186","S077","C006416",2,8.48,0.0,16.96,9.55,7.41
"0RD00000285","2023-10-17","P0101","S028","C015241",5,12.98,0.0,64.9,44.07,20.83
"0RD00000286","2024-04-24","P0063","S087","C000431",3,10.37,0.0,31.11,17.89,13.22
"0RD00000287","2024-05-27","P0098","S023","C025959",3,6.54,0.0,19.62,13.55,6.07
"0RD00000288","2023-05-16","P0125","S067","C041527",5,9.77,0.0,48.85,26.9,21.95
"0RD00000289","2023-03-04","P0122","S049","C028465",4,12.34,0.0,49.36,32.63,16.73
"0RD00000290","2024-05-22","P0012","S017","C027121",5,8.22,0.0,41.1,26.86,14.24
"0RD00000291","2024-02-15","P0025","S062","C024479",5,9.84,0.15,41.82,21.41,20.41
"0RD00000292","2024-02-23","P0168","S076","C001681",4,13.06,0.0,52.24,32.34,19.9
"0RD00000293","2024-07-28","P0167","S009","C014504",4,3.2,0.0,12.8,6.61,6.19
